id;name;price;link;description
66;Горох;70 рублей;https://example.com;Сухой горох, вес 500 г. Состав: 100% натуральный горох. Белки: 22 г, жиры: 1.5 г, углеводы: 60 г, калорийность: 300 ккал.
67;Фасоль;80 рублей;https://example.com;Сухая фасоль, вес 500 г. Состав: 100% натуральная фасоль. Белки: 20 г, жиры: 1 г, углеводы: 65 г, калорийность: 320 ккал.
68;Чечевица;90 рублей;https://example.com;Сухая чечевица, вес 500 г. Состав: 100% натуральная чечевица. Белки: 25 г, жиры: 1.1 г, углеводы: 60 г, калорийность: 310 ккал.
69;Кукуруза;100 рублей;https://example.com;Консервированная кукуруза, вес 400 г. Состав: кукуруза, вода, соль. Белки: 3 г, жиры: 1 г, углеводы: 19 г, калорийность: 90 ккал.
70;Тыква;50 рублей;https://example.com;Свежая тыква, вес 1 кг. Состав: 100% натуральная тыква. Белки: 1 г, жиры: 0.1 г, углеводы: 7 г, калорийность: 30 ккал.
71;Ананас;150 рублей;https://example.com;Свежий ананас, вес 1 кг. Состав: 100% натуральный ананас. Белки: 0.5 г, жиры: 0.1 г, углеводы: 13 г, калорийность: 50 ккал.
72;Киви;120 рублей;https://example.com;Свежий киви, вес 1 кг. Состав: 100% натуральный киви. Белки: 1.1 г, жиры: 0.5 г, углеводы: 15 г, калорийность: 60 ккал.
73;Апельсины;100 рублей;https://example.com;Свежие апельсины, вес 1 кг. Состав: 100% натуральные апельсины. Белки: 0.9 г, жиры: 0.2 г, углеводы: 12 г, калорийность: 45 ккал.
74;Мандарины;120 рублей;https://example.com;Свежие мандарины, вес 1 кг. Состав: 100% натуральные мандарины. Белки: 0.8 г, жиры: 0.3 г, углеводы: 13 г, калорийность: 50 ккал.
75;Виноград;150 рублей;https://example.com;Свежий виноград, вес 1 кг. Состав: 100% натуральный виноград. Белки: 0.7 г, жиры: 0.2 г, углеводы: 18 г, калорийность: 70 ккал.
76;Персики;180 рублей;https://example.com;Свежие персики, вес 1 кг. Состав: 100% натуральные персики. Белки: 0.9 г, жиры: 0.3 г, углеводы: 10 г, калорийность: 40 ккал.
77;Сливы;100 рублей;https://example.com;Свежие сливы, вес 1 кг. Состав: 100% натуральные сливы. Белки: 0.7 г, жиры: 0.3 г, углеводы: 10 г, калорийность: 45 ккал.
78;Черешня;250 рублей;https://example.com;Свежая черешня, вес 1 кг. Состав: 100% натуральная черешня. Белки: 1.1 г, жиры: 0.3 г, углеводы: 12 г, калорийность: 50 ккал.
79;Клубника;300 рублей;https://example.com;Свежая клубника, вес 1 кг. Состав: 100% натуральная клубника. Белки: 0.7 г, жиры: 0.3 г, углеводы: 8 г, калорийность: 35 ккал.
80;Малина;400 рублей;https://example.com;Свежая малина, вес 1 кг. Состав: 100% натуральная малина. Белки: 1 г, жиры: 0.5 г, углеводы: 10 г, калорийность: 50 ккал.
81;Индейка;300 рублей;https://example.com;Филе индейки, вес 1 кг. Состав: мясо индейки. Белки: 22 г, жиры: 2 г, углеводы: 0 г, калорийность: 120 ккал.
82;Утка;400 рублей;https://example.com;Утиное филе, вес 1 кг. Состав: мясо утки. Белки: 18 г, жиры: 15 г, углеводы: 0 г, калорийность: 250 ккал.
83;Кролик;500 рублей;https://example.com;Кроличье мясо, вес 1 кг. Состав: мясо кролика. Белки: 21 г, жиры: 5 г, углеводы: 0 г, калорийность: 150 ккал.
84;Баранина;450 рублей;https://example.com;Баранина на кости, вес 1 кг. Состав: мясо баранины. Белки: 20 г, жиры: 10 г, углеводы: 0 г, калорийность: 200 ккал.
85;Сосиски;150 рублей;https://example.com;Вареные сосиски, вес 500 г. Состав: мясо, вода, специи. Белки: 10 г, жиры: 20 г, углеводы: 2 г, калорийность: 250 ккал.
86;Пельмени;200 рублей;https://example.com;Пельмени домашние, вес 1 кг. Состав: мясо, тесто, специи. Белки: 12 г, жиры: 15 г, углеводы: 20 г, калорийность: 250 ккал.
87;Вино игристое;400 рублей;https://example.com;Игристое вино, объем 0.75 л. Состав: виноград. Белки: 0 г, жиры: 0 г, углеводы: 2 г, калорийность: 80 ккал.
88;Пиво темное;150 рублей;https://example.com;Темное пиво, объем 0.5 л. Состав: вода, солод, хмель. Белки: 1 г, жиры: 0 г, углеводы: 5 г, калорийность: 50 ккал.
89;Лимонад;70 рублей;https://example.com;Лимонад, объем 1 л. Состав: вода, сахар, лимонная кислота. Белки: 0 г, жиры: 0 г, углеводы: 10 г, калорийность: 40 ккал.
90;Энергетический напиток;120 рублей;https://example.com;Энергетик, объем 0.5 л. Состав: вода, кофеин, таурин, сахар. Белки: 0 г, жиры: 0 г, углеводы: 12 г, калорийность: 50 ккал.
91;Квас;60 рублей;https://example.com;Натуральный квас, объем 1.5 л. Состав: вода, солод, дрожжи. Белки: 0 г, жиры: 0 г, углеводы: 8 г, калорийность: 30 ккал.
92;Компот;80 рублей;https://example.com;Компот из сухофруктов, объем 1 л. Состав: вода, сухофрукты, сахар. Белки: 0.5 г, жиры: 0 г, углеводы: 15 г, калорийность: 60 ккал.
93;Кофейный напиток;100 рублей;https://example.com;Кофейный напиток с молоком, объем 0.5 л. Состав: кофе, молоко, сахар. Белки: 2 г, жиры: 3 г, углеводы: 10 г, калорийность: 80 ккал.
94;Какао-напиток;90 рублей;https://example.com;Какао с молоком, объем 0.5 л. Состав: какао, молоко, сахар. Белки: 3 г, жиры: 4 г, углеводы: 15 г, калорийность: 100 ккал.
95;Шиповник;120 рублей;https://example.com;Чай из шиповника, вес 100 г. Состав: плоды шиповника. Белки: 0 г, жиры: 0 г, углеводы: 30 г, калорийность: 120 ккал.
96;Матча;300 рублей;https://example.com;Порошок матча, вес 50 г. Состав: зеленый чай. Белки: 3 г, жиры: 0 г, углеводы: 10 г, калорийность: 50 ккал.
97;Розмарин;150 рублей;https://example.com;Сушеный розмарин, вес 30 г. Состав: 100% розмарин. Белки: 5 г, жиры: 1 г, углеводы: 20 г, калорийность: 100 ккал.
98;Орегано;120 рублей;https://example.com;Сушеный орегано, вес 30 г. Состав: 100% орегано. Белки: 4 г, жиры: 1 г, углеводы: 25 г, калорийность: 110 ккал.
99;Базилик;130 рублей;https://example.com;Свежий базилик, вес 50 г. Состав: 100% базилик. Белки: 3 г, жиры: 0.5 г, углеводы: 2 г, калорийность: 20 ккал.
100;Тимьян;140 рублей;https://example.com;Сушеный тимьян, вес 30 г. Состав: 100% тимьян. Белки: 6 г, жиры: 1 г, углеводы: 22 г, калорийность: 100 ккал.
101;Футболка "Classic";990 рублей;https://example.com;Универсальная футболка из мягкого хлопка. Цвет: белый. Идеально подходит для повседневной носки. Прямой крой, круглый вырез.
102;Джинсы "Slim Fit";2490 рублей;https://example.com;Джинсы с зауженным кроем. Материал: деним с добавлением эластана. Цвет: темно-синий. Стиль: casual.
103;Платье "Evening Grace";3750 рублей;https://example.com;Элегантное вечернее платье из атласа. Цвет: черный. Длина до колена, открытая спина.
104;Куртка "Windbreaker";4200 рублей;https://example.com;Легкая ветровка с водоотталкивающим покрытием. Цвет: серый. Материал: полиэстер.
105;Толстовка "Urban Style";1890 рублей;https://example.com;Уютная толстовка с капюшоном. Цвет: бордовый. Материал: флис. Стиль: уличный.
106;Юбка "Pencil Skirt";1500 рублей;https://example.com;Юбка-карандаш из эластичного материала. Цвет: бежевый. Длина: миди. Подходит для офисного стиля.
107;Брюки "Chino";2100 рублей;https://example.com;Классические брюки чинос. Цвет: коричневый. Материал: хлопок с добавлением эластана.
108;Пальто "Winter Warmth";5990 рублей;https://example.com;Теплое зимнее пальто с поясом. Цвет: темно-зеленый. Материал: шерсть.
109;Шорты "Summer Breeze";1200 рублей;https://example.com;Легкие летние шорты. Цвет: светло-голубой. Материал: лен.
110;Рубашка "Business Elite";2300 рублей;https://example.com;Классическая рубашка с длинным рукавом. Цвет: белый. Материал: хлопок.
111;Свитер "Cozy Nights";2750 рублей;https://example.com;Теплый свитер крупной вязки. Цвет: серый меланж. Материал: шерсть.
112;Пуховик "Arctic Shield";7500 рублей;https://example.com;Зимний пуховик с капюшоном. Цвет: черный. Наполнитель: гусиный пух.
113;Леггинсы "Active Life";1400 рублей;https://example.com;Спортивные леггинсы с высокой талией. Цвет: черный. Материал: эластичный полиэстер.
114;Пиджак "Elegant Touch";3400 рублей;https://example.com;Женский пиджак приталенного кроя. Цвет: бежевый. Материал: смесовая ткань.
115;Комбинезон "Casual Day";3100 рублей;https://example.com;Комбинезон свободного кроя. Цвет: оливковый. Материал: хлопок.
116;Водолазка "Minimalist";1300 рублей;https://example.com;Облегающая водолазка из трикотажа. Цвет: черный. Материал: вискоза.
117;Костюм "Power Suit";4800 рублей;https://example.com;Женский деловой костюм (пиджак + брюки). Цвет: темно-синий. Материал: шерсть.
118;Платье "Summer Bloom";2600 рублей;https://example.com;Легкое платье в цветочек. Цвет: белый с розовым принтом. Материал: хлопок.
119;Куртка "Denim Jacket";2900 рублей;https://example.com;Классическая джинсовая куртка. Цвет: синий. Материал: деним.
120;Блузка "Lace Elegance";1900 рублей;https://example.com;Блузка с кружевными вставками. Цвет: белый. Материал: полиэстер.
121;Шуба "Luxury Fur";12000 рублей;https://example.com;Натуральная шуба из меха норки. Цвет: песочный. Длина: миди.
122;Джемпер "Autumn Leaves";2200 рублей;https://example.com;Джемпер с объемным узором. Цвет: оранжевый. Материал: акрил.
123;Юбка "Flared Skirt";1700 рублей;https://example.com;Юбка-трапеция с завышенной талией. Цвет: красный. Материал: вискоза.
124;Платье "Maxi Dream";3300 рублей;https://example.com;Длинное макси-платье. Цвет: зеленый. Материал: шифон.
125;Брюки "Wide Leg";2800 рублей;https://example.com;Широкие брюки клеш. Цвет: черный. Материал: полиэстер.
126;Костюм "Sporty Chic";3600 рублей;https://example.com;Спортивный костюм (топ + шорты). Цвет: серый. Материал: дышащий полиэстер.
127;Пуловер "Soft Knit";2000 рублей;https://example.com;Пуловер с V-образным вырезом. Цвет: голубой. Материал: акрил.
128;Платье "Cocktail Glam";4100 рублей;https://example.com;Коктейльное платье с блестками. Цвет: золотой. Материал: синтетика.
129;Пальто "Trench Coat";5200 рублей;https://example.com;Классическое тренчкот. Цвет: бежевый. Материал: хлопок.
130;Брюки "Cargo Pants";2300 рублей;https://example.com;Брюки с карманами на бедрах. Цвет: хаки. Материал: хлопок.
131;Топ "Summer Vibes";800 рублей;https://example.com;Легкий летний топ без рукавов. Цвет: желтый. Материал: вискоза.
132;Платье "Boho Style";2900 рублей;https://example.com;Платье в стиле бохо с этническим принтом. Цвет: разноцветный. Материал: лен.
133;Джинсы "Mom Jeans";2600 рублей;https://example.com;Высокие джинсы с завышенной талией. Цвет: светло-голубой. Материал: деним.
134;Куртка "Leather Jacket";6500 рублей;https://example.com;Кожаная куртка-косуха. Цвет: черный. Материал: натуральная кожа.
135;Платье "Little Black Dress";3000 рублей;https://example.com;Маленькое черное платье. Цвет: черный. Материал: эластичный полиэстер.
136;Свитшот "Graphic Print";1600 рублей;https://example.com;Свитшот с принтом. Цвет: белый с черным рисунком. Материал: хлопок.
137;Юбка "A-Line Skirt";1400 рублей;https://example.com;Юбка А-силуэта. Цвет: синий. Материал: деним.
138;Пиджак "Blazer Style";3300 рублей;https://example.com;Женский пиджак с лацканами. Цвет: черный. Материал: полиэстер.
139;Брюки "Slim Fit";2200 рублей;https://example.com;Зауженные брюки. Цвет: серый. Материал: смесовая ткань.
140;Платье "Wrap Dress";2700 рублей;https://example.com;Платье-халат с поясом. Цвет: красный. Материал: вискоза.
141;Куртка "Bomber Jacket";3100 рублей;https://example.com;Куртка-бомбер с эластичными манжетами. Цвет: оливковый. Материал: нейлон.
142;Джемпер "Striped Knit";1900 рублей;https://example.com;Джемпер с полосками. Цвет: синий с белым. Материал: акрил.
143;Юбка "Midi Skirt";1800 рублей;https://example.com;Юбка средней длины. Цвет: черный. Материал: полиэстер.
144;Платье "Party Queen";3800 рублей;https://example.com;Праздничное платье с пайетками. Цвет: серебристый. Материал: синтетика.
145;Брюки "Jogger Pants";2000 рублей;https://example.com;Спортивные брюки с резинкой на щиколотках. Цвет: серый. Материал: полиэстер.
146;Куртка "Parka Coat";4500 рублей;https://example.com;Парка с меховой опушкой. Цвет: зеленый. Материал: нейлон.
147;Платье "Vintage Look";3200 рублей;https://example.com;Платье в винтажном стиле. Цвет: бордовый. Материал: хлопок.
148;Юбка "Pleated Skirt";1600 рублей;https://example.com;Юбка со складками. Цвет: черный. Материал: полиэстер.
149;Пиджак "Oversized Blazer";3500 рублей;https://example.com;Оверсайз-пиджак свободного кроя. Цвет: бежевый. Материал: хлопок.
150;Брюки "Palazzo Pants";2400 рублей;https://example.com;Широкие брюки палаццо. Цвет: черный. Материал: шифон.
151;Футболка "Sport Line";1100 рублей;https://example.com;Спортивная футболка с логотипом. Цвет: серый. Материал: дышащий полиэстер.
152;Джинсы "Ripped Style";2500 рублей;https://example.com;Джинсы с потертостями и прорезями. Цвет: синий. Материал: деним.
153;Платье "Floral Print";2800 рублей;https://example.com;Легкое платье с цветочным принтом. Цвет: белый с розами. Материал: хлопок.
154;Куртка "Puffer Jacket";4700 рублей;https://example.com;Объемная зимняя куртка. Цвет: черный. Наполнитель: синтепон.
155;Толстовка "Street Art";2000 рублей;https://example.com;Уличная толстовка с графическим принтом. Цвет: темно-синий. Материал: флис.
156;Юбка "High Waist";1700 рублей;https://example.com;Юбка с завышенной талией. Цвет: бежевый. Материал: хлопок.
157;Брюки "Tailored Fit";2300 рублей;https://example.com;Классические брюки с идеальной посадкой. Цвет: черный. Материал: смесовая ткань.
158;Пальто "Wool Blend";6200 рублей;https://example.com;Теплое пальто из шерсти. Цвет: коричневый. Материал: шерсть с добавлением полиэстера.
159;Шорты "Denim Shorts";1300 рублей;https://example.com;Короткие джинсовые шорты. Цвет: голубой. Материал: деним.
160;Рубашка "Casual Wear";2100 рублей;https://example.com;Простая рубашка свободного кроя. Цвет: светло-голубой. Материал: лен.
161;Свитер "Chunky Knit";2900 рублей;https://example.com;Свитер крупной вязки с объемным узором. Цвет: белый. Материал: акрил.
162;Пуховик "Extreme Cold";8500 рублей;https://example.com;Зимний пуховик для экстремальных температур. Цвет: темно-синий. Наполнитель: гусиный пух.
163;Леггинсы "Yoga Pants";1500 рублей;https://example.com;Леггинсы для йоги с высокой эластичностью. Цвет: черный. Материал: спандекс.
164;Пиджак "Slim Fit Blazer";3600 рублей;https://example.com;Приталенный женский пиджак. Цвет: бежевый. Материал: полиэстер.
165;Комбинезон "Overalls";3200 рублей;https://example.com;Длинный комбинезон с бретелями. Цвет: синий. Материал: деним.
166;Водолазка "Stretchy Fit";1400 рублей;https://example.com;Облегающая водолазка с длинным рукавом. Цвет: черный. Материал: эластан.
167;Костюм "Office Ready";5000 рублей;https://example.com;Женский деловой костюм (пиджак + юбка). Цвет: серый. Материал: шерсть.
168;Платье "Day to Night";3000 рублей;https://example.com;Платье, подходящее как для работы, так и для вечера. Цвет: бордовый. Материал: вискоза.
169;Куртка "Cropped Denim";2800 рублей;https://example.com;Укороченная джинсовая куртка. Цвет: синий. Материал: деним.
170;Блузка "Silk Touch";2400 рублей;https://example.com;Блузка из искусственного шелка. Цвет: белый. Материал: полиэстер.
171;Шуба "Faux Fur";9000 рублей;https://example.com;Искусственная шуба из экологичного меха. Цвет: белый. Длина: миди.
172;Джемпер "Cable Knit";2300 рублей;https://example.com;Джемпер с рельефным узором "косы". Цвет: бежевый. Материал: акрил.
173;Юбка "Tiered Skirt";1900 рублей;https://example.com;Многослойная юбка с оборками. Цвет: розовый. Материал: хлопок.
174;Платье "Lace Overlay";3500 рублей;https://example.com;Платье с кружевной накладкой. Цвет: белый. Материал: полиэстер.
175;Брюки "Culottes";2500 рублей;https://example.com;Широкие брюки-клеш до колена. Цвет: черный. Материал: вискоза.
176;Костюм "Gym Set";3700 рублей;https://example.com;Спортивный костюм (топ + леггинсы). Цвет: серый. Материал: дышащий полиэстер.
177;Пуловер "V-Neck";2200 рублей;https://example.com;Пуловер с V-образным вырезом. Цвет: бордовый. Материал: акрил.
