id;name;price;link;description
125;Брюки "Wide Leg";2800 рублей;https://example.com/product/75;Широкие брюки клеш. Цвет: черный. Материал: полиэстер.
126;Костюм "Sporty Chic";3600 рублей;https://example.com/product/76;Спортивный костюм (топ + шорты). Цвет: серый. Материал: дышащий полиэстер.
127;Пуловер "Soft Knit";2000 рублей;https://example.com/product/77;Пуловер с V-образным вырезом. Цвет: голубой. Материал: акрил.
128;Платье "Cocktail Glam";4100 рублей;https://example.com/product/78;Коктейльное платье с блестками. Цвет: золотой. Материал: синтетика.
129;Пальто "Trench Coat";5200 рублей;https://example.com/product/79;Классическое тренчкот. Цвет: бежевый. Материал: хлопок.
130;Брюки "Cargo Pants";2300 рублей;https://example.com/product/80;Брюки с карманами на бедрах. Цвет: хаки. Материал: хлопок.
131;Топ "Summer Vibes";800 рублей;https://example.com/product/81;Легкий летний топ без рукавов. Цвет: желтый. Материал: вискоза.
132;Платье "Boho Style";2900 рублей;https://example.com/product/82;Платье в стиле бохо с этническим принтом. Цвет: разноцветный. Материал: лен.
133;Джинсы "Mom Jeans";2600 рублей;https://example.com/product/83;Высокие джинсы с завышенной талией. Цвет: светло-голубой. Материал: деним.
134;Куртка "Leather Jacket";6500 рублей;https://example.com/product/84;Кожаная куртка-косуха. Цвет: черный. Материал: натуральная кожа.
135;Платье "Little Black Dress";3000 рублей;https://example.com/product/85;Маленькое черное платье. Цвет: черный. Материал: эластичный полиэстер.
136;Свитшот "Graphic Print";1600 рублей;https://example.com/product/86;Свитшот с принтом. Цвет: белый с черным рисунком. Материал: хлопок.
137;Юбка "A-Line Skirt";1400 рублей;https://example.com/product/87;Юбка А-силуэта. Цвет: синий. Материал: деним.
138;Пиджак "Blazer Style";3300 рублей;https://example.com/product/88;Женский пиджак с лацканами. Цвет: черный. Материал: полиэстер.
139;Брюки "Slim Fit";2200 рублей;https://example.com/product/89;Зауженные брюки. Цвет: серый. Материал: смесовая ткань.
140;Платье "Wrap Dress";2700 рублей;https://example.com/product/90;Платье-халат с поясом. Цвет: красный. Материал: вискоза.
141;Куртка "Bomber Jacket";3100 рублей;https://example.com/product/91;Куртка-бомбер с эластичными манжетами. Цвет: оливковый. Материал: нейлон.
142;Джемпер "Striped Knit";1900 рублей;https://example.com/product/92;Джемпер с полосками. Цвет: синий с белым. Материал: акрил.
143;Юбка "Midi Skirt";1800 рублей;https://example.com/product/93;Юбка средней длины. Цвет: черный. Материал: полиэстер.
144;Платье "Party Queen";3800 рублей;https://example.com/product/94;Праздничное платье с пайетками. Цвет: серебристый. Материал: синтетика.
145;Брюки "Jogger Pants";2000 рублей;https://example.com/product/95;Спортивные брюки с резинкой на щиколотках. Цвет: серый. Материал: полиэстер.
146;Куртка "Parka Coat";4500 рублей;https://example.com/product/96;Парка с меховой опушкой. Цвет: зеленый. Материал: нейлон.
147;Платье "Vintage Look";3200 рублей;https://example.com/product/97;Платье в винтажном стиле. Цвет: бордовый. Материал: хлопок.
148;Юбка "Pleated Skirt";1600 рублей;https://example.com/product/98;Юбка со складками. Цвет: черный. Материал: полиэстер.
149;Пиджак "Oversized Blazer";3500 рублей;https://example.com/product/99;Оверсайз-пиджак свободного кроя. Цвет: бежевый. Материал: хлопок.
150;Брюки "Palazzo Pants";2400 рублей;https://example.com/product/100;Широкие брюки палаццо. Цвет: черный. Материал: шифон.
151;Футболка "Sport Line";1100 рублей;https://example.com/product/101;Спортивная футболка с логотипом. Цвет: серый. Материал: дышащий полиэстер.
152;Джинсы "Ripped Style";2500 рублей;https://example.com/product/102;Джинсы с потертостями и прорезями. Цвет: синий. Материал: деним.
153;Платье "Floral Print";2800 рублей;https://example.com/product/103;Легкое платье с цветочным принтом. Цвет: белый с розами. Материал: хлопок.
154;Куртка "Puffer Jacket";4700 рублей;https://example.com/product/104;Объемная зимняя куртка. Цвет: черный. Наполнитель: синтепон.
155;Толстовка "Street Art";2000 рублей;https://example.com/product/105;Уличная толстовка с графическим принтом. Цвет: темно-синий. Материал: флис.
156;Юбка "High Waist";1700 рублей;https://example.com/product/106;Юбка с завышенной талией. Цвет: бежевый. Материал: хлопок.
157;Брюки "Tailored Fit";2300 рублей;https://example.com/product/107;Классические брюки с идеальной посадкой. Цвет: черный. Материал: смесовая ткань.
158;Пальто "Wool Blend";6200 рублей;https://example.com/product/108;Теплое пальто из шерсти. Цвет: коричневый. Материал: шерсть с добавлением полиэстера.
159;Шорты "Denim Shorts";1300 рублей;https://example.com/product/109;Короткие джинсовые шорты. Цвет: голубой. Материал: деним.
160;Рубашка "Casual Wear";2100 рублей;https://example.com/product/110;Простая рубашка свободного кроя. Цвет: светло-голубой. Материал: лен.
161;Свитер "Chunky Knit";2900 рублей;https://example.com/product/111;Свитер крупной вязки с объемным узором. Цвет: белый. Материал: акрил.
162;Пуховик "Extreme Cold";8500 рублей;https://example.com/product/112;Зимний пуховик для экстремальных температур. Цвет: темно-синий. Наполнитель: гусиный пух.
163;Леггинсы "Yoga Pants";1500 рублей;https://example.com/product/113;Леггинсы для йоги с высокой эластичностью. Цвет: черный. Материал: спандекс.
164;Пиджак "Slim Fit Blazer";3600 рублей;https://example.com/product/114;Приталенный женский пиджак. Цвет: бежевый. Материал: полиэстер.
165;Комбинезон "Overalls";3200 рублей;https://example.com/product/115;Длинный комбинезон с бретелями. Цвет: синий. Материал: деним.
166;Водолазка "Stretchy Fit";1400 рублей;https://example.com/product/116;Облегающая водолазка с длинным рукавом. Цвет: черный. Материал: эластан.
167;Костюм "Office Ready";5000 рублей;https://example.com/product/117;Женский деловой костюм (пиджак + юбка). Цвет: серый. Материал: шерсть.
168;Платье "Day to Night";3000 рублей;https://example.com/product/118;Платье, подходящее как для работы, так и для вечера. Цвет: бордовый. Материал: вискоза.
169;Куртка "Cropped Denim";2800 рублей;https://example.com/product/119;Укороченная джинсовая куртка. Цвет: синий. Материал: деним.
170;Блузка "Silk Touch";2400 рублей;https://example.com/product/120;Блузка из искусственного шелка. Цвет: белый. Материал: полиэстер.
171;Шуба "Faux Fur";9000 рублей;https://example.com/product/121;Искусственная шуба из экологичного меха. Цвет: белый. Длина: миди.
172;Джемпер "Cable Knit";2300 рублей;https://example.com/product/122;Джемпер с рельефным узором "косы". Цвет: бежевый. Материал: акрил.
173;Юбка "Tiered Skirt";1900 рублей;https://example.com/product/123;Многослойная юбка с оборками. Цвет: розовый. Материал: хлопок.
174;Платье "Lace Overlay";3500 рублей;https://example.com/product/124;Платье с кружевной накладкой. Цвет: белый. Материал: полиэстер.
175;Брюки "Culottes";2500 рублей;https://example.com/product/125;Широкие брюки-клеш до колена. Цвет: черный. Материал: вискоза.
176;Костюм "Gym Set";3700 рублей;https://example.com/product/126;Спортивный костюм (топ + леггинсы). Цвет: серый. Материал: дышащий полиэстер.
177;Пуловер "V-Neck";2200 рублей;https://example.com/product/127;Пуловер с V-образным вырезом. Цвет: бордовый. Материал: акрил.
178;Платье "Evening Star";4200 рублей;https://example.com/product/128;Вечернее платье с блестками. Цвет: золотой. Материал: синтетика.
179;Пальто "Wool Coat";5800 рублей;https://example.com/product/129;Классическое шерстяное пальто. Цвет: серый. Материал: шерсть.
180;Брюки "Harem Pants";2400 рублей;https://example.com/product/130;Широкие брюки-харем. Цвет: черный. Материал: полиэстер.
181;Топ "Crop Top";1000 рублей;https://example.com/product/131;Короткий топ без рукавов. Цвет: белый. Материал: эластичный хлопок.
182;Платье "Retro Vibe";3100 рублей;https://example.com/product/132;Платье в стиле ретро с клетчатым принтом. Цвет: красный с черным. Материал: хлопок.
183;Джинсы "Boyfriend Jeans";2700 рублей;https://example.com/product/133;Свободные джинсы в стиле "бойфренд". Цвет: голубой. Материал: деним.
184;Куртка "Leather Biker";7000 рублей;https://example.com/product/134;Кожаная куртка-байкер. Цвет: черный. Материал: натуральная кожа.
185;Платье "Bodycon Dress";2900 рублей;https://example.com/product/135;Обтягивающее платье. Цвет: черный. Материал: эластичный полиэстер.
186;Свитшот "Logo Print";1700 рублей;https://example.com/product/136;Свитшот с логотипом бренда. Цвет: черный с белым принтом. Материал: хлопок.
187;Юбка "Circle Skirt";1600 рублей;https://example.com/product/137;Юбка-солнце с пышной формой. Цвет: красный. Материал: хлопок.
188;Пиджак "Double Breasted";3900 рублей;https://example.com/product/138;Двубортный пиджак с двумя рядами пуговиц. Цвет: черный. Материал: полиэстер
189;Брюки "Paperbag Waist";2300 рублей;https://example.com/product/139;Брюки с завышенной талией и поясом. Цвет: бежевый. Материал: хлопок.
190;Платье "Wrap Midi";3000 рублей;https://example.com/product/140;Платье-халат средней длины. Цвет: синий. Материал: вискоза.
191;Куртка "Bomber Leather";6800 рублей;https://example.com/product/141;Кожаная куртка-бомбер. Цвет: черный. Материал: натуральная кожа.
192;Джемпер "Turtleneck";2100 рублей;https://example.com/product/142;Джемпер с высоким воротником. Цвет: серый. Материал: акрил.
193;Юбка "Skater Skirt";1500 рублей;https://example.com/product/143;Юбка-трапеция с пышной формой. Цвет: черный. Материал: полиэстер.
194;Платье "Sequin Dress";3900 рублей;https://example.com/product/144;Платье полностью покрытое пайетками. Цвет: золотой. Материал: синтетика.
195;Брюки "Straight Leg";2600 рублей;https://example.com/product/145;Прямые брюки классического кроя. Цвет: черный. Материал: смесовая ткань.
196;Куртка "Parka Faux Fur";5000 рублей;https://example.com/product/146;Парка с искусственным мехом на капюшоне. Цвет: оливковый. Материал: нейлон.
197;Платье "Vintage Floral";3300 рублей;https://example.com/product/147;Платье с винтажным цветочным принтом. Цвет: бордовый. Материал: хлопок.
198;Юбка "Pleated Mini";1800 рублей;https://example.com/product/148;Мини-юбка со складками. Цвет: черный. Материал: полиэстер.
199;Пиджак "Oversized Wool";4000 рублей;https://example.com/product/149;Оверсайз-пиджак из шерсти. Цвет: серый. Материал: шерсть.
200;Брюки "Wide Leg Palazzo";2700 рублей;https://example.com/product/150;Очень широкие брюки палаццо. Цвет: черный. Материал: шифон.
