id;name;price;link;description
20;Колбаса;200 рублей;https://example.com/sausage;Вареная колбаса, вес 500 г. Состав: мясо, вода, специи. Белки: 10 г, жиры: 25 г, углеводы: 2 г, калорийность: 280 ккал.
21;Кетчуп;80 рублей;https://example.com/ketchup;Кетчуп томатный, объем 500 мл. Состав: томаты, сахар, уксус. Белки: 1 г, жиры: 0 г, углеводы: 20 г, калорийность: 80 ккал.
22;Майонез;90 рублей;https://example.com/mayonnaise;Майонез, объем 500 мл. Состав: масло, яйца, уксус. Белки: 2 г, жиры: 70 г, углеводы: 3 г, калорийность: 600 ккал.
23;Консервы тунец;150 рублей;https://example.com/tuna;Тунец в собственном соку, вес 200 г. Состав: тунец, вода, соль. Белки: 25 г, жиры: 1 г, углеводы: 0 г, калорийность: 100 ккал.
24;Консервы горошек;60 рублей;https://example.com/peas;Зеленый горошек, вес 400 г. Состав: горошек, вода, соль. Белки: 5 г, жиры: 0 г, углеводы: 10 г, калорийность: 50 ккал.
25;Чипсы;100 рублей;https://example.com/chips;Картофельные чипсы, вес 150 г. Состав: картофель, масло, соль. Белки: 4 г, жиры: 30 г, углеводы: 50 г, калорийность: 500 ккал.
26;Попкорн;120 рублей;https://example.com/popcorn;Попкорн без масла, вес 200 г. Состав: кукуруза. Белки: 3 г, жиры: 1 г, углеводы: 70 г, калорийность: 300 ккал.
27;Овсянка;80 рублей;https://example.com/oatmeal;Овсяные хлопья, вес 500 г. Состав: овес. Белки: 12 г, жиры: 7 г, углеводы: 60 г, калорийность: 350 ккал.
28;Манка;60 рублей;https://example.com/semolina;Манная крупа, вес 500 г. Состав: пшеница. Белки: 10 г, жиры: 1 г, углеводы: 70 г, калорийность: 330 ккал.
29;Перловка;70 рублей;https://example.com/barley;Перловая крупа, вес 500 г. Состав: ячмень. Белки: 9 г, жиры: 2 г, углеводы: 70 г, калорийность: 320 ккал.
30;Геркулес;90 рублей;https://example.com/oats;Овсяные хлопья быстрого приготовления, вес 500 г. Состав: овес. Белки: 11 г, жиры: 6 г, углеводы: 65 г, калорийность: 340 ккал.
31;Лосось;500 рублей;https://example.com/salmon;Филе лосося, вес 1 кг. Состав: рыба лосось. Белки: 20 г, жиры: 13 г, углеводы: 0 г, калорийность: 200 ккал.
32;Креветки;600 рублей;https://example.com/shrimp;Очищенные креветки, вес 500 г. Состав: креветки. Белки: 25 г, жиры: 1 г, углеводы: 0 г, калорийность: 100 ккал.
33;Икра красная;1200 рублей;https://example.com/red-caviar;Красная икра, вес 200 г. Состав: икра лососевых рыб, соль. Белки: 25 г, жиры: 15 г, углеводы: 0 г, калорийность: 250 ккал.
34;Икра черная;3000 рублей;https://example.com/black-caviar;Черная икра, вес 100 г. Состав: икра осетровых рыб, соль. Белки: 28 г, жиры: 18 г, углеводы: 0 г, калорийность: 270 ккал.
35;Сгущенка;100 рублей;https://example.com/condensed-milk;Сгущенное молоко, вес 380 г. Состав: молоко, сахар. Белки: 7 г, жиры: 8 г, углеводы: 55 г, калорийность: 320 ккал.
36;Мороженое;150 рублей;https://example.com/ice-cream;Ванильное мороженое, вес 500 г. Состав: молоко, сахар, ваниль. Белки: 3 г, жиры: 10 г, углеводы: 20 г, калорийность: 150 ккал.
37;Варенье;120 рублей;https://example.com/jam;Клубничное варенье, вес 400 г. Состав: клубника, сахар. Белки: 0.5 г, жиры: 0 г, углеводы: 60 г, калорийность: 250 ккал.
38;Джем;130 рублей;https://example.com/jelly;Абрикосовый джем, вес 400 г. Состав: абрикосы, сахар. Белки: 0.5 г, жиры: 0 г, углеводы: 65 г, калорийность: 260 ккал.
39;Соль;30 рублей;https://example.com/salt;Поваренная соль, вес 1 кг. Состав: хлорид натрия. Белки: 0 г, жиры: 0 г, углеводы: 0 г, калорийность: 0 ккал.
40;Сахар;80 рублей;https://example.com/sugar;Сахар-песок, вес 1 кг. Состав: сахароза. Белки: 0 г, жиры: 0 г, углеводы: 100 г, калорийность: 400 ккал.
41;Кофе;500 рублей;https://example.com/coffee;Молотый кофе, вес 250 г. Состав: зерна кофе. Белки: 0 г, жиры: 0 г, углеводы: 0 г, калорийность: 0 ккал.
42;Чай;300 рублей;https://example.com/tea;Черный чай, вес 100 г. Состав: листовой чай. Белки: 0 г, жиры: 0 г, углеводы: 0 г, калорийность: 0 ккал.
43;Какао;200 рублей;https://example.com/cocoa;Какао-порошок, вес 200 г. Состав: какао-бобы. Белки: 20 г, жиры: 10 г, углеводы: 30 г, калорийность: 300 ккал.
44;Минеральная вода;50 рублей;https://example.com/water;Вода минеральная, объем 1.5 л. Состав: вода, минералы. Белки: 0 г, жиры: 0 г, углеводы: 0 г, калорийность: 0 ккал.
45;Сок апельсиновый;100 рублей;https://example.com/orange-juice;Апельсиновый сок, объем 1 л. Состав: апельсины. Белки: 1 г, жиры: 0 г, углеводы: 10 г, калорийность: 45 ккал.
46;Сок яблочный;90 рублей;https://example.com/apple-juice;Яблочный сок, объем 1 л. Состав: яблоки. Белки: 0.5 г, жиры: 0 г, углеводы: 12 г, калорийность: 50 ккал.
47;Газировка;60 рублей;https://example.com/soda;Газированный напиток, объем 0.5 л. Состав: вода, сахар, углекислый газ. Белки: 0 г, жиры: 0 г, углеводы: 10 г, калорийность: 40 ккал.
48;Пиво;120 рублей;https://example.com/beer;Пиво светлое, объем 0.5 л. Состав: вода, солод, хмель. Белки: 1 г, жиры: 0 г, углеводы: 4 г, калорийность: 45 ккал.
49;Вино;300 рублей;https://example.com/wine;Красное вино, объем 0.75 л. Состав: виноград. Белки: 0 г, жиры: 0 г, углеводы: 2 г, калорийность: 70 ккал.
50;Водка;500 рублей;https://example.com/vodka;Водка, объем 0.5 л. Состав: вода, спирт. Белки: 0 г, жиры: 0 г, углеводы: 0 г, калорийность: 230 ккал.
51;Морковь;60 рублей;https://example.com/carrots;Свежая морковь, вес 1 кг. Состав: 100% натуральная морковь. Белки: 1 г, жиры: 0.2 г, углеводы: 7 г, калорийность: 35 ккал.
52;Лук репчатый;40 рублей;https://example.com/onion;Репчатый лук, вес 1 кг. Состав: 100% натуральный лук. Белки: 1.1 г, жиры: 0 г, углеводы: 9 г, калорийность: 40 ккал.
53;Картофель;50 рублей;https://example.com/potato;Свежий картофель, вес 1 кг. Состав: 100% натуральный картофель. Белки: 2 г, жиры: 0.1 г, углеводы: 17 г, калорийность: 80 ккал.
54;Капуста белокочанная;30 рублей;https://example.com/cabbage;Белокочанная капуста, вес 1 кг. Состав: 100% натуральная капуста. Белки: 1.5 г, жиры: 0 г, углеводы: 6 г, калорийность: 30 ккал.
55;Огурцы;80 рублей;https://example.com/cucumbers;Свежие огурцы, вес 1 кг. Состав: 100% натуральные огурцы. Белки: 0.7 г, жиры: 0.1 г, углеводы: 3 г, калорийность: 15 ккал.
56;Помидоры;100 рублей;https://example.com/tomatoes;Свежие помидоры, вес 1 кг. Состав: 100% натуральные помидоры. Белки: 0.9 г, жиры: 0.2 г, углеводы: 4 г, калорийность: 20 ккал.
57;Перец сладкий;120 рублей;https://example.com/bell-pepper;Сладкий болгарский перец, вес 1 кг. Состав: 100% натуральный перец. Белки: 1 г, жиры: 0.3 г, углеводы: 6 г, калорийность: 30 ккал.
58;Чеснок;150 рублей;https://example.com/garlic;Свежий чеснок, вес 200 г. Состав: 100% натуральный чеснок. Белки: 6 г, жиры: 0 г, углеводы: 30 г, калорийность: 140 ккал.
59;Свекла;40 рублей;https://example.com/beet;Свежая свекла, вес 1 кг. Состав: 100% натуральная свекла. Белки: 1.6 г, жиры: 0.1 г, углеводы: 10 г, калорийность: 45 ккал.
60;Зелень укропа;60 рублей;https://example.com/dill;Свежий укроп, вес 100 г. Состав: 100% натуральный укроп. Белки: 2.5 г, жиры: 0.5 г, углеводы: 4 г, калорийность: 30 ккал.
61;Петрушка;70 рублей;https://example.com/parsley;Свежая петрушка, вес 100 г. Состав: 100% натуральная петрушка. Белки: 3 г, жиры: 0.8 г, углеводы: 6 г, калорийность: 35 ккал.
62;Брокколи;120 рублей;https://example.com/broccoli;Свежая брокколи, вес 1 кг. Состав: 100% натуральная брокколи. Белки: 2.8 г, жиры: 0.4 г, углеводы: 7 г, калорийность: 35 ккал.
63;Цветная капуста;100 рублей;https://example.com/cauliflower;Свежая цветная капуста, вес 1 кг. Состав: 100% натуральная цветная капуста. Белки: 1.9 г, жиры: 0.3 г, углеводы: 5 г, калорийность: 25 ккал.
64;Кабачки;80 рублей;https://example.com/zucchini;Свежие кабачки, вес 1 кг. Состав: 100% натуральные кабачки. Белки: 1.2 г, жиры: 0.3 г, углеводы: 3.5 г, калорийность: 20 ккал.
65;Баклажаны;90 рублей;https://example.com/eggplant;Свежие баклажаны, вес 1 кг. Состав: 100% натуральные баклажаны. Белки: 1 г, жиры: 0.2 г, углеводы: 6 г, калорийность: 25 ккал.
66;Горох;70 рублей;https://example.com/peas-dry;Сухой горох, вес 500 г. Состав: 100% натуральный горох. Белки: 22 г, жиры: 1.5 г, углеводы: 60 г, калорийность: 300 ккал.
67;Фасоль;80 рублей;https://example.com/beans;Сухая фасоль, вес 500 г. Состав: 100% натуральная фасоль. Белки: 20 г, жиры: 1 г, углеводы: 65 г, калорийность: 320 ккал.
68;Чечевица;90 рублей;https://example.com/lentils;Сухая чечевица, вес 500 г. Состав: 100% натуральная чечевица. Белки: 25 г, жиры: 1.1 г, углеводы: 60 г, калорийность: 310 ккал.
69;Кукуруза;100 рублей;https://example.com/corn;Консервированная кукуруза, вес 400 г. Состав: кукуруза, вода, соль. Белки: 3 г, жиры: 1 г, углеводы: 19 г, калорийность: 90 ккал.
70;Тыква;50 рублей;https://example.com/pumpkin;Свежая тыква, вес 1 кг. Состав: 100% натуральная тыква. Белки: 1 г, жиры: 0.1 г, углеводы: 7 г, калорийность: 30 ккал.
71;Ананас;150 рублей;https://example.com/pineapple;Свежий ананас, вес 1 кг. Состав: 100% натуральный ананас. Белки: 0.5 г, жиры: 0.1 г, углеводы: 13 г, калорийность: 50 ккал.
72;Киви;120 рублей;https://example.com/kiwi;Свежий киви, вес 1 кг. Состав: 100% натуральный киви. Белки: 1.1 г, жиры: 0.5 г, углеводы: 15 г, калорийность: 60 ккал.
73;Апельсины;100 рублей;https://example.com/oranges;Свежие апельсины, вес 1 кг. Состав: 100% натуральные апельсины. Белки: 0.9 г, жиры: 0.2 г, углеводы: 12 г, калорийность: 45 ккал.
74;Мандарины;120 рублей;https://example.com/mandarins;Свежие мандарины, вес 1 кг. Состав: 100% натуральные мандарины. Белки: 0.8 г, жиры: 0.3 г, углеводы: 13 г, калорийность: 50 ккал.
75;Виноград;150 рублей;https://example.com/grapes;Свежий виноград, вес 1 кг. Состав: 100% натуральный виноград. Белки: 0.7 г, жиры: 0.2 г, углеводы: 18 г, калорийность: 70 ккал.
76;Персики;180 рублей;https://example.com/peaches;Свежие персики, вес 1 кг. Состав: 100% натуральные персики. Белки: 0.9 г, жиры: 0.3 г, углеводы: 10 г, калорийность: 40 ккал.
77;Сливы;100 рублей;https://example.com/plums;Свежие сливы, вес 1 кг. Состав: 100% натуральные сливы. Белки: 0.7 г, жиры: 0.3 г, углеводы: 10 г, калорийность: 45 ккал.
78;Черешня;250 рублей;https://example.com/cherries;Свежая черешня, вес 1 кг. Состав: 100% натуральная черешня. Белки: 1.1 г, жиры: 0.3 г, углеводы: 12 г, калорийность: 50 ккал.
79;Клубника;300 рублей;https://example.com/strawberries;Свежая клубника, вес 1 кг. Состав: 100% натуральная клубника. Белки: 0.7 г, жиры: 0.3 г, углеводы: 8 г, калорийность: 35 ккал.
80;Малина;400 рублей;https://example.com/raspberries;Свежая малина, вес 1 кг. Состав: 100% натуральная малина. Белки: 1 г, жиры: 0.5 г, углеводы: 10 г, калорийность: 50 ккал.
81;Индейка;300 рублей;https://example.com/turkey;Филе индейки, вес 1 кг. Состав: мясо индейки. Белки: 22 г, жиры: 2 г, углеводы: 0 г, калорийность: 120 ккал.
82;Утка;400 рублей;https://example.com/duck;Утиное филе, вес 1 кг. Состав: мясо утки. Белки: 18 г, жиры: 15 г, углеводы: 0 г, калорийность: 250 ккал.
83;Кролик;500 рублей;https://example.com/rabbit;Кроличье мясо, вес 1 кг. Состав: мясо кролика. Белки: 21 г, жиры: 5 г, углеводы: 0 г, калорийность: 150 ккал.
84;Баранина;450 рублей;https://example.com/lamb;Баранина на кости, вес 1 кг. Состав: мясо баранины. Белки: 20 г, жиры: 10 г, углеводы: 0 г, калорийность: 200 ккал.
85;Сосиски;150 рублей;https://example.com/sausages;Вареные сосиски, вес 500 г. Состав: мясо, вода, специи. Белки: 10 г, жиры: 20 г, углеводы: 2 г, калорийность: 250 ккал.
86;Пельмени;200 рублей;https://example.com/dumplings;Пельмени домашние, вес 1 кг. Состав: мясо, тесто, специи. Белки: 12 г, жиры: 15 г, углеводы: 20 г, калорийность: 250 ккал.
87;Вино игристое;400 рублей;https://example.com/sparkling-wine;Игристое вино, объем 0.75 л. Состав: виноград. Белки: 0 г, жиры: 0 г, углеводы: 2 г, калорийность: 80 ккал.
88;Пиво темное;150 рублей;https://example.com/dark-beer;Темное пиво, объем 0.5 л. Состав: вода, солод, хмель. Белки: 1 г, жиры: 0 г, углеводы: 5 г, калорийность: 50 ккал.
89;Лимонад;70 рублей;https://example.com/lemonade;Лимонад, объем 1 л. Состав: вода, сахар, лимонная кислота. Белки: 0 г, жиры: 0 г, углеводы: 10 г, калорийность: 40 ккал.
90;Энергетический напиток;120 рублей;https://example.com/energy-drink;Энергетик, объем 0.5 л. Состав: вода, кофеин, таурин, сахар. Белки: 0 г, жиры: 0 г, углеводы: 12 г, калорийность: 50 ккал.
91;Квас;60 рублей;https://example.com/kvass;Натуральный квас, объем 1.5 л. Состав: вода, солод, дрожжи. Белки: 0 г, жиры: 0 г, углеводы: 8 г, калорийность: 30 ккал.
92;Компот;80 рублей;https://example.com/compote;Компот из сухофруктов, объем 1 л. Состав: вода, сухофрукты, сахар. Белки: 0.5 г, жиры: 0 г, углеводы: 15 г, калорийность: 60 ккал.
93;Кофейный напиток;100 рублей;https://example.com/coffee-drink;Кофейный напиток с молоком, объем 0.5 л. Состав: кофе, молоко, сахар. Белки: 2 г, жиры: 3 г, углеводы: 10 г, калорийность: 80 ккал.
94;Какао-напиток;90 рублей;https://example.com/cocoa-drink;Какао с молоком, объем 0.5 л. Состав: какао, молоко, сахар. Белки: 3 г, жиры: 4 г, углеводы: 15 г, калорийность: 100 ккал.
95;Шиповник;120 рублей;https://example.com/rosehip-tea;Чай из шиповника, вес 100 г. Состав: плоды шиповника. Белки: 0 г, жиры: 0 г, углеводы: 30 г, калорийность: 120 ккал.
96;Матча;300 рублей;https://example.com/matcha;Порошок матча, вес 50 г. Состав: зеленый чай. Белки: 3 г, жиры: 0 г, углеводы: 10 г, калорийность: 50 ккал.
97;Розмарин;150 рублей;https://example.com/rosemary;Сушеный розмарин, вес 30 г. Состав: 100% розмарин. Белки: 5 г, жиры: 1 г, углеводы: 20 г, калорийность: 100 ккал.
98;Орегано;120 рублей;https://example.com/oregano;Сушеный орегано, вес 30 г. Состав: 100% орегано. Белки: 4 г, жиры: 1 г, углеводы: 25 г, калорийность: 110 ккал.
99;Базилик;130 рублей;https://example.com/basil;Свежий базилик, вес 50 г. Состав: 100% базилик. Белки: 3 г, жиры: 0.5 г, углеводы: 2 г, калорийность: 20 ккал.
100;Тимьян;140 рублей;https://example.com/thyme;Сушеный тимьян, вес 30 г. Состав: 100% тимьян. Белки: 6 г, жиры: 1 г, углеводы: 22 г, калорийность: 100 ккал.
